CODIGO,EAN,TITULO,SINOPSIS,NARRACION,SELLO,AUTORES,PAGINAS,PESO,GRUESO,ANCHO,ALTO,COLECCION,IBIC,TAG_DESCRIPTIVOS,PORTADA,WEB,FEC_PUBLICACION,PRESENTACION,FRASE_MKT,SELLO_CMS,IDIOMA_PUBLICACION,SENTIDO_LECTURA,T_PROD,ISBN
4033641,9789878222929,El Codigo Da Vinci,"La mayor conspiración de los últimos dos mil años está a punto de ser revelada.  Robert Langdon recibe una llamada en mitad de la noche: el conservador del Museo del Louvre ha sido asesinado en extrañas circunstancias y junto a su cadáver ha aparecido un desconcertante mensaje cifrado. Al profundizar en la investigación, Langdon, experto en simbología, descubre que las pistas conducen a las obras de Leonardo da Vinci"" y que están a la vista de todos, ocultas por el ingenio del pintor.Langdon une esfuerzos con la criptóloga francesa Sophie Neveu y descubre que el conservador del museo pertenecía al priorato de Sión, una sociedad oculta que a lo largo de los siglos ha contado con miembros tan destacados como sir Isaac Newton, Botticelli, Victor Hugo o el propio Da Vinci, y que ha velado por mantener en secreto una sorprendente verdad histórica que ahora amenaza con salir a la luz.Una de las novelas más leídas de todos los tiempos.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",Sin Genero,Booket,Dan Brown|,624,541,3,13,20,Otras obras,FICCIÓN MODERNA Y CONTEMPORÁNEA,"arte,best-seller,bestseller,católica,conspiración,código,enigmas,español,ficción,historia,histórico,históricos,iglesia,libro,libros,literatura,louvre,mezclan,misterio,museo,novela,película,personaje,personajes,priorato,que,religioso,religión,resumen",https://www.planetadelibros.com.ar/usuaris/libros/fotos/427/original/portada_el-codigo-da-vinci_dan-brown_202507142107.jpg,Novela literaria,20250801,Rústica con solapas,Nueva biblioteca del maestro del thriller  El bestseller que desafió la historia,Booket,Español,,LIB,978-987-822-292-9
4012945,9788408102144,El Valle De Los Esqueletos Gigantes (Geronimo Stilton),"Era un bochornoso día de julio"" yo buscaba la inspiración para escribir una  historia, cuando de repente entró en mi despacho mi primo Trampita. ¡Llevaba entre las patas un mapa que había pertenecido a un antepasado, Colorado Stilton, en el que estaba señalado un misterioso tesoro! Así, de inmediato partimos hacia un viaje. Destino: ¡Mongolia!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ",Juvenil.,Planeta,Geronimo Stilton|,128,187,"0,8",23,"13,5",Fuera de colección,"LIBROS ILUSTRADOS, LIBROS DE ACTIVIDADES Y MATERIAL DE APRENDIZAJE TEMPRANO || Edad de interés: a partir de 7 años","aventura,chicas,club,clubgeronimosti,com,destino,divertido,divertidos,estilton,fantasía,fantasia,geronimo,humor,infantil,infantiles,jeronimo,jerónimo,juvenil,libro,libros,literatura,narrativa,novedad,novedades,novela,novelas,nuevo,nuevos,raton,ratón",https://www.planetadelibros.com.ar/usuaris/libros/fotos/127/original/126404_portada_el-valle-de-los-esqueletos-gigantes_geronimo-stilton_201505261053.jpg,Infantil | De 6 a 8 años,20130410,Rústica con solapas,"¡Un asombroso viaje en busca de un misterioso tesoro, de la mano de Geronimo Stilton!",Editorial Planeta,Español,,LIB,"9,78841E+12"
4032176,9789504990475,Nosotros Que Luchamos Con Dios,"EL ESPERADO Y REVOLUCIONARIO NUEVO LIBRO DE JORDAN B. PETERSON, AUTOR DEL BEST SELLER INTERNACIONAL 12 REGLAS PARA VIVIR.  Una obra que desvela la psicología de la Biblia y sus grandes historias.  Un texto esencial para comprender los fundamentos del mundo occidental, que analiza desde un punto de vista psicológico las historias bíblicas de rebelión, sacrificio, sufrimiento y triunfo que nos unen y nos inspiran aún hoy. Desde Adán y Eva y la caída eterna de la humanidad, la guerra fratricida de Caín y Abel, el diluvio al que se enfrenta Noé, el colapso de Babel, hasta la épica de Moisés, Peterson revisita los relatos que nos han formado y se pregunta sobre su significado y su papel en nuestras existencias.  Es hora de tomar conciencia de la estructura de nuestras almas y nuestras sociedades. Hemos dejado que la política determine quiénes somos, mientras esperamos que la religión moldee nuestra vida en común. Jordan B. Peterson explora la esencia de nuestro ser, las capas que nos definen y cómo la polaridad ideológica y la salud mental derivan de nuestra lucha interna. Nos invita a sumergirnos en la mayor historia jamás contada y a atrevernos a luchar con Dios.",Sin Genero,Planeta,Jordan B. Peterson|,672,795,"3,5",15,23,No Ficción,Filosofía de la religión || Religión y política || Historia de la religión || PSICOLOGÍA || Crecimiento y desarrollo humanos || Psicología popular," We,biblia,cultura,ensayos,entender,ficción,filosofía,for,historia,jordan,leer,libro,libros,life,mejoes,mejores,mitos,mundo,nuevo,para,peterson,psícolofía,psicología,que,reglas,religión,rules,sobre,tienes,vivir,with,God,Jordan,Peterson,Who,Wrestle",https://www.planetadelibros.com.ar/usuaris/libros/fotos/415/original/414946_portada_nosotros-que-luchamos-con-dios_jordan-b-peterson_202412231307.jpg,Psicología | Divulgación psicológica || Religión | Historia de las religiones,20250303,Rústica con solapas,El esperado nuevo libro de Jordan B. Peterson. Una obra que desvela la psicología de la Biblia y sus grandes historias. ,Editorial Planeta,Español,,LIB,978-950-49-9047-5
4034095,9789504992844,La Biblia Para Chicos Y Chicas,"La Tierra era una caja oscura y sin vida. Hasta que Dios creó todo lo que hoy nos rodea: las plantas, los animales, los mares y las montañas. Y, claro, al hombre y a la mujer. Así comienza la Biblia, contada e ilustrada para que chicos y chicas conozcan de manera ágil y sencilla a Adán y Eva, a Caín y Abel, a Noé y su Arca, a Moisés y a todos los personajes del Antiguo Testamento. Y disfruten de la maravillosa historia de María, José y la venida de Jesús, el Salvador del mundo, que dejará sus enseñanzas y su ejemplo para toda la hu-manidad en el Nuevo Testamento.",Sin Genero,Planeta Junior,Anónimo|,160,216,1,14,21,Fuera de colección,"Catolicismo romano, Iglesia católica romana || Biblias || Edad de interés: a partir de 8 años","bíblica,bíblicos,chicas,chicos,clásicos,comprensión,creación,cristianas,del,educación,enseñanzas,espiritual,historias,ilustrados,infantil,introducción,libro,mundo,nacimiento,narrativa,niños,para,relatos,religioso,sencilla,valores,vida,Abel,Adán,Arca",https://www.planetadelibros.com.ar/usuaris/libros/fotos/425/original/portada_la-biblia-para-chicos-y-chicas__202511061402.jpg,Filosofía | Filosofía de la religión,20251125,Rústica con solapas,Un camino de fe y esperanza para toda la familia,Planeta Junior,Español,,LIB,978-950-49-9284-4
4033413,9789507326622,Cuando Despierten Las Flores,"Drake tiene una vida perfecta, el éxito lo acompaña y el futuro le pertenece.  Annie tiene una vida bonita y vislumbra un futuro a la altura de sus expectativas.  Son dos desconocidos y sus caminos no tendrían por qué cruzarse.  Sin embargo, el frío llega y el hielo lo cubre todo.  Los cimientos de sus vidas caen y los dos, la chica que desea aprender a patinar y el chico que se ha prometido no volver a hacerlo, huyen a un pequeño pueblo, donde se encontrarán junto a un lago congelado y con el mañana reducido a una hoja en blanco.  ¿Puede haber belleza en el dolor? ¿Puede el amor ser la salvación de dos almas a la deriva? ¿Podrán despertar las flores antes de que el invierno arrase con todo?",Sin Genero,Crossbooks Argentina,Andrea Longarela|,416,477,2,"14,5","22,5",Ficción,FICCIÓN MODERNA Y CONTEMPORÁNEA || NARRATIVA ROMÁNTICA || Narrativa romántica adulta y contemporánea,"adult,alaska,alice,amistad,amor,andrea,burn,canadá,canciones,cantos,crossbooks,día,dejó,ediciones,edición,especial,ficción,hielo,juvenil,kellen,libros,longarela,lovers,lujo,maría,martínez,neïra,nevar,nosotros,novela,oportunidades,perdidas,plot,que",https://www.planetadelibros.com.ar/usuaris/libros/fotos/424/original/portada_cuando-despierten-las-flores_andrea-longarela_202506090157.jpg,Novela contemporánea || Novela romántica | Novela Romántica contemporánea,20250701,Rústica con solapas,Descubrí la historia que hará florecer tus emociones.,Crossbooks,Español,,LIB,978-950-732-662-2
4031208,9789508523723,El Hijo Del Reich,"Todo Reich necesita a sus príncipes cerca.  Londres, 1939. Cuando el agente del servicio secreto John Osbourne descubre que dos de los espías nazis más buscados están tras la pista de una tal Daisy García, tiene la certeza de que aquella desconocida guarda un importante secreto y que debe encontrarla. No se equivoca. La española, empleada por una aristócrata inglesa como señorita de compañía, quedó embarazada de un alto mando nazi durante una estancia en Múnich. Desde entonces, y especialmente tras la declaración de guerra, huye del enemigo que quiere arrebatarle a su hijo, considerado un príncipe del Reich. En su huida da con la mansión de los Epson, Glenmore Hall, donde se ha acogido a un colegio. Allí, disimulado entre los niños y con la ayuda de la baronesa y de la baronesa viuda, decide esconder a su pequeño Pat.  Mientras tanto, en Madrid, los nazis encargan en secreto un plan de fuga para una familia de la élite del partido por si todo, cosa improbable, va mal. Para organizarlo han encontrado a Félix Zurita, un joven de mundo, habitual de las embajadas y las fiestas, con contactos que lo hacen idóneo para la tarea. La familia del español es amiga desde hace años de importantes jerarcas y, por tanto, de toda confianza; pero bajo el aspecto indolente de Félix se oculta un idealista dispuesto a arriesgar su vida ayudando a los aliados. Y también a una joven que intenta esconder a su hijo.  Una historia de amor y amistad, de planes secretos y falsas identidades, entre la España plagada de espías, la Inglaterra de las grandes casas de campo y la Argentina como refugio de nazis. Y dos jóvenes involucrados en el mayor y más determinante engaño de la Segunda Guerra Mundial.                                                                                                                                                                                                                                                                                                           ",Sin Genero,Espasa,Rafael Tarradas Bultó|,632,749,3,15,23,Fuera de colección,"Aventura histórica || Ficción de la Segunda Guerra Mundial || FICCIÓN HISTÓRICA || Inglaterra || Cambridgeshire || Europa Occidental continental || Alemania || Madrid, Comunidad de || Argentina || Siglo xx || c. 1939-c. 1945 (incluye la Segunda Guerra Mundial)","bulto,con,días,espionaje,guerra,historias,historicas,histórica,históricas,ladrona,libro,libros,lista,mejores,mundial,niño,novela,novelas,nuevo,pijama,rayas,recomendadas,segunda,sobre,tarradas,Berlín,Follett,Imogen,Kealey,Ken,Liberación,Rafael,2ww",https://www.planetadelibros.com.ar/usuaris/libros/fotos/406/original/405630_portada_el-hijo-del-reich_rafael-tarradas-bulto_202407291041.jpg,Novela histórica,20240901,Rústica con solapas,"En medio de la guerra, el destino de un príncipe secreto podría cambiar el curso de la historia.",Espasa,Español,Occidental,LIB,978-950-852-372-3
4032151,9789878222189,Los 7 Habitos De La Gente Altamente Efectiva,"Un libro que ha cautivado a millones de lectores de todas las edades y ha transformado la vida de presidentes, directores ejecutivos, maestros y padres.Esta nueva edición que incorpora consejos de Sean Covey sobre cómo aplicar los hábitos en la nueva era digital actualiza la sabiduría de Los 7 hábitos de la gente altamente efectiva para dar vida a una nueva generación de líderes.  HÁBITO 1: Sea proactivo.  HÁBITO 2: Empiece con un fin en mente.  HÁBITO 3: Establezca primero lo primero.  HÁBITO 4: Piense en ganar/ganar.  HÁBITO 5: Procure primero comprender, y después ser comprendido.  HÁBITO 6: La sinergia.  HÁBITO 7: Afile la sierra.  El método de Stephen R. Covey es claro, certero y eficiente: a través de estas siete etapas lograremos desarrollar la autoconfianza, el carácter, la integridad, la honestidad y la dignidad necesarios para convertir nuestro universo laboral en algo auténtico e intransferible.Los 7 Hábitos ya forman parte del pensamiento cotidiano de millones de personas. ¿Por qué? ¡Porque funcionan!",Sin Genero,Booket,Stephen R. Covey|,576,466,3,"12,5",19,Fuera de colección,Estrategias y políticas educativas || Crecimiento y desarrollo humanos || AUTOAYUDA Y DESARROLLO PERSONAL," Los,éxito,altamente,aplicación,aplicar,autoayuda,autoconocimient,cómo,del,desarrollo,efectiva,efectivo,exitoso,gente,gestión,hábitos,libro,libros,liderazgo,más,mejores,para,personal,productividad,ser,sobre,son,tiempo,Covey,Qué,Stephen",https://www.planetadelibros.com.ar/usuaris/libros/fotos/417/original/portada_los-7-habitos-de-la-gente-altamente_stephen-r-covey_202502111710.jpg,Autoayuda | Crecimiento personal || Empresa | Desarrollo personal / Coaching,20250303,Rústica - Bolsillo,El libro de gestión empresarial más influyente de las últimas décadas. ,Booket,Español,,LIB,978-987-822-218-9
4027668,9789504978763,Cuentos De Buenas Noches Para Niñas Rebeldes 5,"Cuentos de Buenas Noches para Niñas Rebeldes. 100 jóvenes que están cambiando al mundo, dirige los reflectores hacia jóvenes extraordinarias que están dejando huella hoy en día.  Al leer estas historias las lectoras celebrarán a mujeres ya conocidas, como Greta Thunberg, Bindi Irwin, Taylor Swift, Zendaya y The Linda Lindas, pero también descubrirán a otras jóvenes promesas. Viajarán por el oceáno junto con la navegante holandesa Laura Dekker, bailarán al ritmo del reggae con la cantante Koffee en la soleada Jamaica, y protegerán la selva del Amazonas con la activista ambiental Helena Gualinga.   Jóvenes escritoras, editoras y artistas de todo el mundo, contribuyeron a la creación de este libro para hacerlo por, para y sobre las rebeldes que aún tienen un largo camino por recorrer, pero que a su corta edad han derribado obstáculos y han abierto caminos.  Esta hermosa edición alienta a las niñas de todo el mundo a soñar en grande y a tomar acción sin importar su edad. ",Sin Genero,Planeta,Niñas Rebeldes|,240,617,2,17,"23,8",Infantil y Juvenil,Álbumes ilustrados: libros de personajes || Libros de cuentos ilustrados || FICCIÓN E HISTORIAS REALES INFANTILES Y JUVENILES || Cuentos (infantil/juvenil) || Edad de interés: a partir de 5 años," feminismo, historias, The,éxito,""Tanya"",activista,agente,ambiental,animales,antiacoso,arquera,artistas,asesora,aspiraciones,astronauta,astrónoma,bailarina,baloncestista,beisbolista,biografía,biomédica,cambio,campeona,cantante,cantautora,chef,clases,",https://www.planetadelibros.com.ar/usuaris/libros/fotos/364/original/363550_portada_cuentos-de-buenas-noches-para-ninas-rebeldes-5_ninas-rebeldes_202208111906.jpg,Infantil | De 6 a 8 años,20221001,Rústica con solapas,Celebra a la próxima generación que cambiará al mundo. ,Editorial Planeta,Español,Occidental,LIB,978-950-49-7876-3
4032635,9789504991632,Nausicaa Nro 1 (Hayao Mizayaki),"La civilización que tan próspera fue en su día se esfumó más allá de las tinieblas del tiempo. La tierra, por su parte, fue ocupada por la selva corrupta, un bosque de gigantescos hongos que emiten efluvios venenosos. La población humana que queda en las regiones colindantes a la zona contaminada es escasa. Son personas que se han organizado en una serie de reinos repartidos aquí y allá. Esta es la historia de Nausicaä y el Valle del Viento, un pequeño reino de apenas 500 habitantes protegido a duras penas de la contaminación de la selva corrupta gracias a la brisa que sopla desde el océano.",Sin Genero,Planeta Comics Argentica,Hayao Miyazaki|,128,313,"0,9","18,3","25,5",Manga Shonen,Novelas gráficas: manga || Edad de interés: a partir de 14 años,"ambientación,ciencia,clásico,colección,completa,ecología,ecológica,femeninas,ficción,filosofía,libro,manga,mangas,obras,personajes,postapocalíptic,protagonistas,recomendados,Ghibli,Hayao,Manga,Miyazaki,Nausicaa,Studio",https://www.planetadelibros.com.ar/usuaris/libros/fotos/421/original/portada_nausicaa-n-01_hayao-miyazaki_202504131629.jpg,Manga | Manga Seinen,20250502,Rústica sin solapas con s/cub.,Un viaje épico de coraje y esperanza en un mundo devastado.,Planeta Cómic,Español,,LIB,978-950-49-9163-2
4033677,9789504992783,Nausicaa Nro 2 (Hayao Mizayaki),"Nausicaä, la joven princesa del Valle del Viento, gentil pero de carácter fuerte, tiene un vínculo empático con los insectos gigantes Ohm, quienes le abren sus corazones. En su afán por lograr la paz entre los imperios que luchan por los valiosos recursos naturales que quedan en el mundo, ¿podrá Nausicaä interpretar la urgente advertencia de los Ohms sobre el bosque del sur? ¿Y qué hay de la guerra que se desata a su alrededor?",Sin Genero,Planeta Comics Argentica,Hayao Miyazaki|,128,300,"0,9","18,3","25,5",Fuera de colección,Novelas gráficas: manga || Edad de interés: a partir de 12 años," Manga,ambientación,ciencia,clásico,colección,completa,ecología,ecológica,fantasía,femeninas,ficción,filosofía,ghibli,hayao,libro,manga,mangas,miyazaki,nausicaa,obras,personajes,postapocalíptic,protagonistas,recomendados,seinen,studio,Ghibli,Hayao",https://www.planetadelibros.com.ar/usuaris/libros/fotos/425/original/424212_portada_nausicaa-n-02_hayao-miyazaki_202503271502.jpg,Manga | Manga Seinen,20250801,Rústica sin solapas con s/cub.,"Un manga sobre Nausicaä, la joven princesa del Valle del Viento",Planeta Cómic,Español,,LIB,978-950-49-9278-3
4009455,9789507321139,El Extraño Caso De La Rata Apestosa (Geronimo Stilton),"Un tufo insoportable ha invadido Ratonia. ¿Qué será? Para resolver el misterio deberemos descender al Mundo de Abajo, donde un ejército de ratas guerreras se prepara para conquistar la ciudad"" ¡Volver al Mundo de Arriba será una verdadera aventura!  ¿Quién es Geronimo Stilton? ¡Soy yo! Soy un tipo distraído, con la cabeza en las nubes... Dirijo un periódico, pero mi verdadera pasión es escribir. ¡Aquí en Ratonia, en la Isla de los Ratones, todos mis libros son unos bestsellers! Pero ¿cómo?, ¿no los conocéis? Son esas historias cómicas, tan tiernas como un queso de bola, tan gustosas como un gorgonzola y tan entretenidas como contarle los agujeros a una loncha de gruyer... En definitiva, historias morrocotudas, ¡palabra de Geronimo Stilton!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",Infantil - Autor.,Destino,Geronimo Stilton|,128,160,1,13,"19,5",Gerónimo Stilton,"LIBROS ILUSTRADOS, LIBROS DE ACTIVIDADES Y MATERIAL DE APRENDIZAJE TEMPRANO || Edad de interés: a partir de 7 años","humor,ratón,roedor,Aventura,Geronimo",https://www.planetadelibros.com.ar/usuaris/libros/fotos/126/original/portada_stilton-21-el-extrano-caso-de-la-rata-apestosa_geronimo-stilton_201505261104.jpg,Infantil | De 6 a 8 años,20120802,Rústica con solapas,¿Quieres viajar al Mundo de Abajo para descubrir a qué viene ese tufo insoportable en Ratonia? ¡Acompaña a Geronimo Stilton! Incluye un superratónico manual de reciclaje.,Ediciones Destino,Español,,LIB,978-950-732-113-9
4014253,9789507322242,Por Mil Mamuts Se Me Congela La Cola,¡Divertidísima aventura de los antepasados de Geronimo Stilton en la Edad de Piedra!,INFANTIL.,Espasa,Geronimo Stilton|,128,0,0,13,"19,5",Los Prehistorratones,"LIBROS ILUSTRADOS, LIBROS DE ACTIVIDADES Y MATERIAL DE APRENDIZAJE TEMPRANO","aventura,humor,infantiles,libros,mamuts,niños,prehistoria,ratón,Geronimo,Stilton",https://www.planetadelibros.com.ar/usuaris/libros/fotos/134/original/portada_prehistorratones-3-por-mil-mamuts-se-me-congela_geronimo-stilton_201505261103.jpg,Infantil | De 6 a 8 años,20140401,Rústica sin solapas,"En el poblado prehistórico de Petrópolis vive Geronimo Stiltonut, un roedor de pelaje enmarañado y aire intelectual. El famoso explorador Piolet anuncia un espectacular descubrimiento: ¡en las lejanas Tierras Glaciales, ha avistado una montaña que se mueve! ¡Es una noticia de bigotes! Por eso Geronimo decide sumarse a la expedición y así poder averiguar qué se oculta tras este misterio.",Espasa,Español,,LIB,978-950-732-224-2
4015538,9789507322587,Por Mil Huesitos Como Pesa El Brontosaurio (Geronimo Stilton),"¿No lo sabíais? Están a punto de comenzar los juegos más famosos de la prehistoria, ¡las Prehistolimpiadas! Tras las eliminatorias de Cachiporra Aplasta Cachiporra y la final de Lanzamiento de Gritos, Geronimo y Metomentodo se verán las caras con Tiger Khan y sus esbirros en una aventura"" ¡megalítica!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",Juvenil.,Destino,Geronimo Stilton|,128,0,0,13,"19,5",Los Prehistorratones,NOVELAS GRÁFICAS,"aventura,humor,infantiles,libros,niños,prehistoria,ratón,Geronimo,Stilton",https://www.planetadelibros.com.ar/usuaris/libros/fotos/198/original/portada_prehistorratones-6-por-mil-huecesillos-como-pesa-el-brontosaurio_geronimo-stilton_201601201506.jpg,Infantil | De 6 a 8 años,20150301,Rústica con solapas,¡Comienzan las Prehistolimpiadas!,Ediciones Destino,,,LIB,978-950-732-258-7
4033745,9789878222738,Caballo De Fuego 1 Paris (Tapa Dura),"Eliah Al-Saud, emparentado con los reyes de Arabia Saudí, es un hombre dominante y poderoso. Vive en París y dirige una empresa de seguridad dedicada a ofrecer servicios de defensa y de espionaje al mejor postor. Matilde Martínez es una joven pediatra argentina cuyo sueño es trabajar para una ONG en África. En la primera parada de su viaje, París, el destino la pondrá en el camino de Eliah, y será allí donde una intensa atracción florecerá entre ellos. Sin embargo, los secretos y las mentiras amenazan con acabar no solo con su amor, sino también con sus vidas. En medio del conflicto palestino-israelí y de una apremiante amenaza nuclear, Matilde y Eliah vivirán una historia de amor y de aventura que los llevará a recorrer el mundo y a sortear los peligros que surgen cuando se desafía a las potencias dominantes.",Sin Genero,Booket,Florencia Bonelli|,752,702,4,"12,5",19,Romántica,FICCIÓN MODERNA Y CONTEMPORÁNEA || Narrativa romántica adulta y contemporánea || Narrativa romántica histórica,"acción,amor,bonelli,caballo,completa,comprar,conflicto,contemporáneo,edición,físico,florencia,frases,fuego,historia,históricas,impresa,internacional,lectura,libro,libros,novela,novelas,online,orden,parís,pdf,personajes,recomendados,reseña,romántica",https://www.planetadelibros.com.ar/usuaris/libros/fotos/425/original/portada_caballo-de-fuego-1-paris-td_florencia-bonelli_202508111745.jpg,Novela contemporánea | Drama || Novela romántica | Novela Romántica histórica,20251001,Tapa dura con sobrecubierta,"Un amor ardiente en el corazón de París, entre secretos, poder y peligro",Booket,Español,,LIB,978-987-822-273-8
4033746,9789878222745,Caballo De Fuego 1 Congo (Tapa Dura),"La cirujana pediátrica Matilde Martínez viaja al Congo persiguiendo su sueño: cuidar a los niños víctimas de la violencia y del hambre. Ha dejado atrás su relación con Eliah Al-Saud, una historia tan dulce y cautivadora como tormentosa. Por su parte, Eliah Al-Saud, que mantiene su ambición de empresario militar, se dirige al Congo para adueñarse de una mina de coltán, el mineral conocido como ""oro azul"" más codiciado entre los fabricantes de dispositivos electrónicos. Su principal objetivo es, en realidad, recuperar al amor de su vida, Matilde.  El dolor y los secretos que los distanciaron en París siguen muy presentes en el Congo y, en medio de un escenario cruel e injusto, una reconciliación parece misión imposible. Inmersos en la guerra por el ""oro azul"" y amenazados por los guerrilleros más peligrosos, Matilde y Eliah intentarán con todas sus fuerzas que el amor triunfe sobre el odio.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ",Sin Genero,Booket,Florencia Bonelli|,792,747,"4,5","12,5",19,Romántica,NARRATIVA ROMÁNTICA,"África,acción,africanos,ambientada,amor,argentina,armados,azul,cirujana,coltán,con,conflictos,contemporánea,escenarios,extremos,ficción,fuego,geopolítica,guerra,guerrilla,historia,humanitarias,internacional,libro,libros,literatura,médicos,minería,oro",https://www.planetadelibros.com.ar/usuaris/libros/fotos/425/original/portada_caballo-de-fuego-2-congo-td_florencia-bonelli_202508111748.jpg,Novela romántica | Novela Romántica contemporánea,20251001,Tapa dura con sobrecubierta,"Una historia de amor, poder y coraje en el corazón del África más convulsionada",Booket,Español,,LIB,978-987-822-274-5
4012773,9789504929796,Princesas Guia Esencial,,Infantil - Licencias,Planeta Infantil,Disney|,96,667,"1,3",22,28,Fuera de colección,"LIBROS ILUSTRADOS, LIBROS DE ACTIVIDADES Y MATERIAL DE APRENDIZAJE TEMPRANO",,,Infantil |,20131114,Tapa dura sin s/cub. (cartoné),,,,,LIB,978-950-49-2979-6
4034018,9789504994879,Cozy Cat 3 Pequeñas Alegrias (Colorea Y Desprende Cada Pagina),Una colección para encontrar tu espacio de calma y creatividad.,Sin Genero,Planeta,Estudio PE S.A.C.|,48,242,"0,5",25,20,Fuera de colección,"LIBROS ILUSTRADOS, LIBROS DE ACTIVIDADES Y MATERIAL DE APRENDIZAJE TEMPRANO || Libros de actividades para colorear y pintar || Intereses prácticos (infantil/juvenil) || Edad de interés: a partir de 9 años","actividades,activity,adult,adultos,adults,alivio,ansiedad,art,arte,bienestar,book,calma,color,coloreando,colorear,colores,coloring,concentración,cozy,crayola,creativa,creatividad,cómo,del,desconectar,dibujar,dibujo,emocional,entretenimiento,escuela",https://www.planetadelibros.com.ar/usuaris/libros/fotos/432/original/431971_portada_cozy-cat-3-pequenas-alegrias_estudio-pe-sac_202508061912.jpg,Infantil,20251103,Rústica con solapas,Una colección para encontrar tu espacio de calma y creatividad  Encuentra tu momento de relajación y creatividad en compañía de Cozy Cat,Editorial Planeta,Español,,LIB,978-950-49-9487-9
4021688,9789507324208,Peter Pan (Geronimo Stilton),"¿Preparados para un fantástico viaje al País de Nunca Jamás? ¡No necesitán más que una pizca de polvo de hadas para alzar el vuelo rumbo a nuevas e increíbles aventuras en compañía de Peter Pan y los niños perdidos! ¡Allí los esperan muchos amigos con los que jugar, pero también el terrible capitán Garfio con su pandilla de groseros piratas!  Un clásico de la literatura, libremente adaptado por Geronimo Stilton. ¡Con muchísimas ilustraciones a todo color!",Sin Genero,Destino,Geronimo Stilton|,224,210,1,13,"19,5",Fuera de colección,Ficción clásica (infantil/juvenil) || Edad de interés: a partir de 7 años,,https://www.planetadelibros.com.ar/usuaris/libros/fotos/271/original/portada_peter-pan_geronimo-stilton_201808281745.jpg,Infantil | De 6 a 8 años,20181001,Rústica con solapas,La conocida y apasionante historia de Peter Pan adaptada por Geronimo Stilton.,Ediciones Destino,Español,Occidental,LIB,978-950-732-420-8
4034412,9789871388257,Ojala Esta Fuera Nuestra Historia De Amor,"Esta es la historia de un flechazo.  Y del amor de una vida.  Y de un corazón hecho pedazos.  Esta es la historia de un montón de ojalás por cumplir.  Esta es la historia del viaje de Lola hacia aquello que no se ve, pero que está ahí. Hacia aquellas cosas que se buscan y se encuentran en el peor momento de la vida. Hacia sus sueños.  Esta es la historia de la sonrisa más bonita del mundo, de una nariz roja, de un tango en la playa, de una habitación convertida en hogar y de una casa perdida bajo la nieve.  Esta es una historia de amor"" O quizá no.       Strangers to Lovers  Persona correcta momento equivocado  Triángulo amoroso                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",Sin Genero,Esencia,Andrea Longarela|,448,0,"2,3",15,23,Matchstories Romántica Contemp,FICCIÓN Y TEMAS AFINES || NARRATIVA ROMÁNTICA || Narrativa romántica adulta y contemporánea," Ojalá,actuales,adolescentes,adult,adultos,amor,amores,amoroso,argentina,autora,bestseller,color,comprar,contemporánea,contemporáneas,cosas,crecimiento,cuando,despierten,dormidos,emocional,esta,faro,flores,fuera,historia,intensa,invisibles,juvenil",https://www.planetadelibros.com.ar/usuaris/libros/fotos/446/original/portada_ojala-esta-fuera-nuestra-historia-de-amor_andrea-longarela_202601141811.jpg,Novela romántica | Novela Romántica contemporánea,20260202,Rústica con solapas,Una historia de amor... o quizá no,Esencia,Español,,LIB,978-987-1388-25-7
